"","Sample","Exp1","Exp2"
"199",4927048,-0.422053259185945,-3.47392698820308
"200",7847710,-7.98172032608254,-8.86025092817383
"201",6939641,-17.6267201840126,-12.1202490764213
"202",5578536,-6.75203323033549,-5.87412791414693
"203",3063920,10.2466941391051,20.5906752694524
"204",8039968,0.127959510484442,-0.280315863603662
"205",4598940,-15.3482659418664,-13.7840701090447
"206",8756943,-8.70854811551969,-7.11465242875866
"207",7120978,-6.98811679630561,-10.7734824324913
"208",6377365,18.5395454665113,20.967826909278
"209",6873132,14.3381687811453,23.8530632908018
"210",2537062,9.25666418220286,8.13814097574653
"211",1487788,5.42842903201917,8.44462862891201
"212",7303230,-17.7291094859752,-20.8484511891577
"213",1609307,17.5583599602212,17.1810265482661
"214",4532522,7.79794465321662,6.1709141425107
"215",8710244,3.20739585740122,-7.66433214152595
"216",7617629,9.27887914702086,13.8210947979898
"217",7484918,-5.76698505500406,-7.45890866405357
"218",6946324,-8.01991794195901,-16.0568987569232
"219",5939167,-0.461971615384905,-2.00694000766778
"220",5355387,-21.4770409493286,-15.2266958054749
"221",9111012,5.52242960357739,9.3584216323634
"222",9645055,-6.17996158623419,-12.7347810049976
"223",9770301,1.84148667102849,0.444651427301223
"224",8273268,4.54472750030485,8.94589885407642
"225",5021953,20.5480731215794,14.9850178408126
"226",2437672,-19.3066901824686,-16.8588023612372
"227",2149237,3.31855904046305,6.40618129154061
"228",3772859,-12.549530637425,-11.7521452924371
"229",2774746,9.02641896926713,2.63005057571915
"230",7734206,7.18508860669192,19.1540192942909
"231",9852373,-21.9618541444079,-8.44908130203774
"232",7934847,-5.82455143505337,-5.34644901193037
"233",4199782,6.65279389053612,22.9358606657016
"234",3830158,-20.5549275454705,-16.2993435393847
"235",9848713,9.78382647686661,9.57593002475967
"236",3787129,-5.17753596484949,-12.4261525079393
"237",5698379,-2.261983789215,-7.80423209531661
"238",1502635,19.4932170136215,19.6042575121593
"239",5800067,-19.5377305606507,-13.7486063381739
"240",3140909,-16.7071574400676,-12.5622239719453
"241",4550756,8.15774061083134,12.1929894201644
"242",3193232,1.67673663955514,-4.33257279907232
"243",4264714,-5.69597425611193,-9.65947420445277
"244",6416039,-7.14009901799039,-0.905163071656594
"245",8462866,0.236343467639167,-3.05954038018519
"246",5430201,16.705224409181,22.0800514518342
"247",7562150,14.3370106419327,9.09314087252438
"248",5317660,18.7144283053494,15.5003564543193
"249",5820447,-14.8459492260538,-14.9388920234172
"250",5951339,8.30275511329076,1.89843991846736
"251",1213622,13.2607903732945,15.9585957108395
"252",6014860,-10.7995302704071,-16.1334515680731
"253",4879665,12.1873872932722,11.1031075809716
"254",2769401,12.6921268960067,7.7935566029769
"255",6613884,15.7818168058715,8.76998134336369
"256",8332446,15.3595639554097,11.9366307321494
"257",4531780,2.04692508848952,-6.79125707038305
"258",2665674,-11.3191368931871,-9.7170370209393
"259",8653156,-18.4422592368134,-14.5884934060236
"260",4356808,8.8739385029379,2.0132803926905
"261",5572561,6.10269825769762,0.511059338694488
"262",7887812,-3.44302106165812,3.41767060452092
"263",7426869,6.59244161445478,12.6520907324446
"264",6068739,18.8769896224604,15.8817488032047
"265",4092962,12.1583635855846,9.6332595364522
"266",7354354,-2.03406500558838,-10.5294417940362
"267",9079946,6.29309209894803,2.24106527691096
"268",5644629,13.1529300518636,17.8740951499491
"269",7341857,-1.97213783892835,-4.46947344280061
"270",9835429,-7.37275392782467,-13.4225805733598
"271",4647853,21.3003774808466,20.377324782784
"272",2836013,-10.383020221894,-11.5872065866193
"273",7226154,3.43341105159829,-4.96959080982425
"274",3558553,-3.60369778206702,-2.86802096634928
"275",3183550,22.2554940081015,16.9947878047259
"276",1191816,17.0946232404009,13.6798260213157
"277",2113419,-8.50053642015051,-4.79857332239695
"278",5835096,7.34136009974821,1.39636497844327
"279",3240733,4.67577374607472,4.71212716787285
"280",8492554,-11.3929947482192,-14.3302016159502
"281",3943760,-2.36717447419432,-2.33741316128744
"282",3771117,-20.3702780684989,-21.9657622418228
"283",2241628,8.80740804748889,17.1030192927674
"284",5476430,4.81883124491837,7.2486225090864
"285",7894380,-15.8820041651341,-15.6706146580235
"286",8536634,20.1438543389656,10.0338463071451
"287",3840393,-0.0855975032641352,-5.1041229325073
"288",8645101,-5.91939936732964,-5.22312136477057
"289",7357021,18.3576497321658,12.1336411135496
"290",1014334,12.6892277564281,6.38640720052987
"291",4393670,-18.7584096054615,-16.6543047409904
"292",6180683,-23.0318292763526,-19.1682755698514
"293",3825232,9.48276685421998,12.1012210033662
"294",9490264,-8.16757663624772,-10.0152914332279
"295",4532773,-9.96306106086298,-6.88605045935606
"296",2538459,20.1677204946132,21.1830277844256
"297",6538797,-7.75904764114989,-1.22345145247807
"298",4525711,-5.27298471994176,-22.8350445115778
"299",9139230,-2.05158131014696,-9.22184068578527
"300",5391101,-14.4616078838905,-9.24212544905817
"301",9698567,11.389175189783,13.3474904509718
"302",3373676,-13.9136576719854,-24.3421593927217
"303",7139117,7.6525421343395,5.73227864812594
"304",9990734,-2.38124615816688,-7.17603900273494
"305",4223892,-19.1306496009774,-19.5169212981959
"306",2615627,10.1883373280566,9.11161863487418
"307",5232300,17.0331121100267,25.8997734393149
"308",7322853,13.499964230968,12.2668526255763
"309",9543314,14.7420551157382,8.08997271497324
"310",2868963,-24.3030079337044,-10.9843849591317
"311",6846439,12.650280843438,21.5416803526434
"312",3362940,14.1156890119433,18.741302882923
"313",8170197,19.8093817881319,16.5403701658519
"314",1013146,-6.52438278321033,0.485474335171032
"315",4246684,-3.3827000193268,0.570698677875703
"316",4088417,-1.0084875669917,-14.8105220803836
"317",2912838,-10.3809026359418,-14.9855316076424
"318",3354901,16.2781890682146,17.5443646725304
"319",6092241,-3.99765272959886,-2.0541472767738
"320",6712621,13.4477201130157,11.5939170289991
"321",7696537,25.4842092084222,20.1984351050637
"322",3264486,17.6964052432142,13.68706183407
"323",2519144,4.42363762455194,2.50777599451182
"324",3057105,-22.574368332863,-8.37137038510508
"325",3524003,-12.113096222394,-6.89618416276641
"326",5481393,-16.5480466917906,-14.3774604340123
"327",2823457,-11.7069842962522,-10.5095518361946
"328",8302052,10.0149244523089,9.09047260024615
"329",4626214,-14.0170003533234,-2.83881767436927
"330",8200542,-4.41205236047761,-3.83072104379732
"331",7044434,6.52718505343138,9.1314145106821
"332",2434235,-3.49664992742176,-7.46153815950231
"333",5692776,6.89428589508813,5.83079649050395
"334",9147072,15.116474473755,13.5246288368409
"335",6409500,-1.40687926618704,6.28732462121437
"336",2144953,2.79925426756665,-0.156242435930016
"337",2345189,9.89753892410247,9.28266614152228
"338",3006186,-16.333635958106,-21.1534096507613
"339",7069661,-16.9243363606205,-19.5373825376903
"340",6353357,-14.2867848196614,-7.98527145672177
"341",6401941,5.33846661227668,6.10594800123876
"342",8584925,9.10531576267168,17.4072147666751
"343",9150042,14.9098597699692,6.25107886262208
"344",2821627,15.793953127724,12.3372553278696
"345",4465142,3.84466152924478,3.71090869669362
"346",8623166,21.8193422545435,13.7031465501748
"347",1980671,-24.287302201254,-17.5817271960695
"348",2737838,4.61258780250375,16.9966404831378
"349",7997537,-2.88365002939077,-3.21449710342714
"350",8179330,14.5917296344729,16.988903143235
"351",5232256,-0.787103215012076,6.41502262692246
"352",6074000,12.8034201376172,7.7358230454191
"353",7158140,-8.01303828524234,-10.8283940739559
"354",3018665,-12.6002941995797,-10.8417803250071
"355",2493123,-11.4318549746108,-7.69389091422109
"356",9993352,-9.80859049755896,-17.6499290656681
"357",1845983,-8.09296416029548,-3.76123456978988
"358",8933231,0.0800401064803327,3.79360390812976
"359",8950641,6.3490760109118,15.066728024314
"360",7878867,4.04332624229391,3.88218351419326
"361",8566960,5.4714374333009,1.92831887165556
"362",9998929,-15.6317748064801,-8.55088665950092
"363",6874781,-18.501665609973,-16.3055688150064
"364",2136860,-6.18926471357411,-10.0363907168479
"365",9281000,-13.6348643988809,-9.91630834266648
"366",5622718,4.04138328438898,1.13016615972216
"367",7331707,-13.8295986354444,-8.56233603386191
"368",3341019,3.57801655070919,4.07602932514407
"369",7555347,-13.2251122551703,-4.99503999637004
"370",2314140,-17.6021983962193,-19.9572679604354
"371",8873603,6.25956772555874,-3.98216880744433
"372",4723147,5.9930765441882,11.0653407444737
"373",5541689,-18.1145828874676,-16.2513614329782
"374",9975519,-21.327225471529,-21.5964051222391
"375",9081226,-17.824597006816,-12.1293899263191
"376",7383057,-10.5544004936286,-12.5803377557187
"377",4570391,3.74043444458631,8.19726833634109
"378",6404276,-2.49756312863745,-7.73299505630272
"379",7392109,18.2458515838631,22.8368788717551
"380",1349698,4.78117610712583,1.38688157920736
"381",3593053,11.855430079722,2.2894811491287
"382",4673020,7.81317182360823,1.88495217642049
"383",6905053,-11.6653404097813,-9.29589257087668
"384",7942448,17.614328096806,13.7454846551353
"385",3093358,18.6510573398194,21.6983287096384
"386",7511752,9.39394487069938,12.8334892632973
"387",2162526,12.6837235468098,8.83606367024546
"388",1723820,-6.3963528142442,1.28394372136175
"389",9753434,18.8918210301159,11.6064469547499
"390",4609423,11.9941746136088,15.8515266119576
"391",4815103,-2.08534846612776,-3.12772522379958
"392",3380946,15.1909785531839,9.82723120369421
"393",9712811,-13.4036074462251,-9.80892916931793
"394",1286823,18.0055350003927,14.9071433349324
"395",8543194,-10.6327258864684,-7.09974809226032
"396",9879094,8.08470647221048,9.77791110932745
"397",1061015,8.70218140913369,7.30715780098577
"398",7078236,16.6306089489511,9.00771056833862
"399",8969635,-16.4469405311871,-13.5307371351447
"400",2400636,7.60354138538101,0.232756783858051
"401",7370675,-16.2022965756536,-12.9433965309534
"402",5348703,-17.0363104018061,-14.8471540870539
"403",3491978,22.1762326986765,14.2821892938405
"404",9763386,-21.1547614193554,-22.1664287012392
"405",8691612,17.4669654054783,20.4520464318733
"406",9327540,-14.4072244076915,-5.77628339295558
"407",3419775,13.4708046551284,12.2367863016874
"408",4170994,4.71077401406723,1.13736312298354
"409",8584707,6.65915763692431,-0.829839495074732
"410",6168192,4.33512612673266,9.20945890184736
"411",1697905,2.23503255172273,-2.86732228178831
"412",5207493,11.8414083340716,18.5909660800873
"413",4793802,7.71532909209019,-2.60367185206782
"414",7811273,12.3996624955911,14.9005717072873
"415",2468988,13.0208394670249,19.0840832373431
"416",7519210,16.6869798723769,23.3342005439267
"417",4045095,1.66844893332261,-7.21694573263357
"418",1461398,17.8829927473569,13.8996340150594
"419",3990798,14.8321826828722,15.3509209005942
"420",3240194,-20.6952021020321,-23.1553598790913
"421",3746651,-17.3085428753521,-10.3347943463607
"422",2089584,10.358880754588,17.4912859379102
"423",4806546,15.3112010025175,24.4690165526836
"424",1829414,-7.8426587903102,-13.1663758621056
"425",3150700,23.4345238819332,14.7101676854162
"426",9830836,16.1703077559954,13.8658740593662
"427",6327396,16.0592759292497,14.0639349038484
"428",2840467,18.8848646286027,16.4173935582621
"429",8768008,-9.41911152763065,-12.24226218007
"430",9730903,-14.5240244352884,-10.2067557140358
"431",9131800,12.5956763013409,11.6018720178706
"432",9846386,-3.44937788305308,-3.29180227690138
"433",2192512,17.1005062698395,16.9588956104881
"434",3504443,-13.6408919733029,-3.52707440047904
"435",2565311,-4.31384437258064,-3.35113121635688
"436",7572852,3.09467071818195,5.47404600973407
"437",9453016,-1.45699046901835,-4.85718406705115
"438",1600509,-14.194462860389,-13.9498335124986
"439",4092374,-14.5734409378542,-11.3965389889123
"440",7530456,-3.62426038207866,-0.176989157065319
"441",8858879,-7.11518900859791,-3.75125934107308
"442",3176634,18.3863255458553,15.6735252554332
"443",3304186,-1.15116367336505,-8.54217192271074
"444",2067336,-22.8832070582807,-21.8813196787223
"445",3788519,-6.32348485121751,-5.55273085270376
"446",3984126,22.0783685228662,19.0372268870417
"447",8994307,-13.6852795947511,-5.98301144056671
"448",7697361,18.2779566561966,24.3734201701986
"449",4822246,7.72664676203839,0.159471321338618
"450",2587207,-8.19480758624437,-8.12749403015764
"451",2792430,10.2806490842299,-0.946084616262761
"452",2599186,-1.43501844592984,0.524656464647421
"453",6860641,9.82905729228834,17.7541064285529
"454",5359082,-10.1813356391286,-4.11553915304427
"455",3489127,0.661054312294872,-3.06659359544049
"456",4448321,-2.8695122571267,1.01106942769419
"457",8569484,-16.7254914727961,-9.72990688645693
"458",3512818,-10.480000523082,-10.4774936337941
"459",2779817,12.9905369017107,15.0249354650224
"460",9366336,-1.95118549795711,-4.03046681775473
"461",5580732,10.5073523831051,8.59621322069628
"462",3831053,14.0250637606286,9.39201864416552
"463",4778143,-2.3032126946311,4.72083098944489
"464",2330078,12.9979739585513,8.83574924503077
"465",3134157,-7.817882963315,5.13270758952502
"466",5063285,10.7392765222423,8.05059155012421
"467",2781466,10.2651198683484,15.772627960219
"468",4600558,-4.8339279569193,-6.50788046287448
"469",9766997,-5.95881643614595,-2.74827744312255
"470",9234158,6.38824238141875,0.30436043079307
"471",2503296,-13.9857686587542,-16.5407320302684
"472",8306638,-11.356925547128,-12.3508628553379
"473",3002199,-17.9353794529384,-19.2217378102906
"474",6208731,-16.0449536722951,-16.6539510088369
"475",8337037,9.42006520888284,10.5631546955787
"476",7610372,-2.6054224387882,4.96940996142647
"477",9324866,5.42434184413796,8.34285374202862
"478",5319249,-12.9614413521085,-18.7827936122778
"479",7413268,19.9543428184182,20.2940000213812
"480",3225675,-1.71522808136694,0.322471953749413
"481",9008984,13.368188251543,18.8093639422845
"482",4920179,-5.22098690672671,-12.0614614757382
"483",5387561,-4.10398385413119,5.35378885499834
"484",9829869,10.7235674588775,18.1115995344304
"485",1118730,-24.6346650254387,-15.0296654917612
"486",9689282,-19.7950443516757,-9.13409720160733
"487",8782629,-10.3957354685859,-8.46946361196743
"488",6871034,-2.61686047462422,-5.8216543518804
"489",4934955,-16.8650216842063,-18.5820361332491
"490",6529064,5.83612751542936,5.2719773327419
"491",7433434,27.3433168418925,20.1276271575552
"492",4275246,-24.8395339936291,-20.8118034456776
"493",9639318,-10.5514052638649,-10.9115387276148
"494",8377107,6.34664578378498,15.473224357923
"495",7414160,-10.4287874766606,-7.18022208919405
"496",9411894,-14.8867971846589,-13.1384969939711
"497",7297431,2.15899467829542,0.304937521665081
"498",6846346,-9.1658181060576,-5.64997631225131
"499",7850074,-17.3628713123393,-13.0318400393201
"500",2221368,6.1624225067385,3.11898153802825
"501",2436886,-18.6300584659668,-21.7892397778734
"502",7754028,20.6264426003198,14.0118746751962
"503",1271265,-22.3797876018463,-15.7982757719003
"504",4721436,11.0562943138702,14.8349754289683
"505",4840727,2.79469279602138,4.34004879150297
"506",4881735,16.5200905424768,16.9684858022092
"507",5390862,-3.25736281984387,-8.15808126228627
"508",8956210,-6.82053295513674,0.312773124415724
"509",9008217,8.54812868620134,10.2061301445051
"510",2367856,-4.72603219376293,4.11821485562093
"511",8058448,10.552070837732,10.0611285031443
"512",4813403,-3.98042328476462,-13.0277882746365
"513",3371131,3.34844855292856,-3.06531652475704
"514",8879540,-1.8756034839741,-0.824678189407985
"515",2815348,-20.2224611353071,-18.7383368681098
"516",8819750,9.71854998448763,0.340093714701552
"517",6685259,-17.0289058027603,-20.3310261504853
"518",4428102,-16.835296436777,-8.48753813056236
"519",9927390,-15.6390406990856,-21.0176633933891
"520",6288883,15.9006097058657,10.452403150139
"521",5838957,-23.4367748823822,-16.8405141809495
"522",8400933,-2.26383798565339,-1.11715696649737
"523",7800780,19.1890015361036,11.964653843724
"524",2113048,-13.3757500245362,-19.0671846025603
"525",2695844,-6.85095861560552,-9.11142990626854
"526",8316292,10.8123848537488,10.2708240116496
"527",6962277,-8.61000053368402,-2.33528378379831
"528",4514611,3.70573698775158,5.60520518437428
"529",7415385,-12.9043694206636,-16.5947327467204
"530",8580377,-16.7706833205353,-14.4969438574726
"531",3307664,10.8480518331232,7.52144596252145
"532",4317012,-3.43509516551249,2.86651231782034
"533",7538241,-5.26638216441309,-0.20152900742382
"534",3393495,17.4107579241137,20.4457034884078
"535",9705522,-5.86861595367986,-6.5343980758518
"536",1599522,8.21805529058473,4.03724286540219
"537",1599149,11.5739123866601,10.966878000721
"538",6802506,-3.09507851885282,-10.2421440508365
"539",7301721,-14.8806079891689,-18.1839760952592
"540",9982584,1.03771335620663,7.11036390689754
"541",8959506,24.5328296877048,10.6697772815655
"542",6237173,24.8023433782041,17.1996178448203
"543",3880052,-6.07181004590468,-7.67471074313564
"544",9090138,-15.1884138376137,-17.5701141683942
"545",7081059,-8.72883098260594,-9.26863304006951
"546",2288309,-15.8308069060216,-16.4723971879525
"547",2251042,11.3410734112581,14.1819526831338
"548",8310142,8.60500673541732,9.959726935882
"549",1774107,4.9912467202791,-3.61337625196096
"550",6632581,-18.0102942190357,-13.3890162372241
"551",7302233,-7.06943796953871,-8.54965596388854
"552",7449107,-7.75776646650356,-14.5054609121609
"553",7660715,15.5258608511191,9.42602710691811
"554",1001348,-13.1394368601461,-14.4219985878354
"555",8308540,23.0211052569002,18.3459785193882
"556",9071503,-17.6212611848475,-16.6585917870732
"557",4061897,-12.9341699366016,-9.41772518834272
"558",6021684,-19.8621868918652,-14.8499809372132
"559",3418719,13.5673920187649,15.6231406615717
"560",8622156,22.6821661810751,17.2818977760428
"561",3845202,-8.3603551934259,-3.95446196310311
"562",5091469,-13.7703615245516,-12.7392048767572
"563",5901791,-1.28946604011668,5.00697268229463
"564",8607645,-15.277610885025,-12.0108961648095
"565",9937016,7.01548891767886,6.06180335441472
"566",4065368,6.3330828916244,7.14613550929589
"567",1123342,0.572180269433359,-1.96281680107247
"568",7187920,21.3778671529531,19.1100218900679
"569",6375058,-18.8219397216887,-17.2452821408665
"570",3154779,20.5546601988657,22.8491208364744
"571",5713254,1.73365367857355,0.0511406863820181
"572",4701900,-6.71483863462503,-4.7719966616398
"573",1064382,2.49133588602836,-0.346142070124012
"574",5428487,-8.99106594898976,0.539754019053701
"575",9700000,12.9838447977143,10.0173279939403
"576",6347156,4.76445806840479,2.0097744708938
"577",4659100,-1.56714314201815,-0.453629991868717
"578",6718724,10.4654292543289,12.225702155457
"579",8520467,-9.94145384661154,-12.1054593608403
"580",7246265,2.6449647634515,10.1902623472623
"581",9716550,14.081520681488,14.3047458561786
"582",9082568,2.82981058363753,5.35286878458983
"583",4081274,-2.29038191368225,7.17249405461959
"584",4010717,13.1195572728714,18.9589181072785
